Fecha/Hora,Ventana,Min transcurrido,Apertura,Minimo,Caida %,Prob,Ask UP,Volumen,Liquidez,EV,Accion,Resultado
=== SESION: 2026-06-04 20:26:09 ===
2026-06-04 21:20:48,2026-06-04 21:00:00,20,"63,638.40","63,606.00",0.05%,60.7%,0.520,"1,176","5,794",+8.7%,COMPRAR UP,
,,,,,,,,,,,,LOSS
